,selected_text,sentiment,text,textID
14497,won`t let me save anything,negative, My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,995b31503c
14498,"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral,"yeah one burrito did not taste like the other, there was no avocado ranch sauce",a15c98b146
14499,happy birthday to me!!!!,positive,its my birthday.....happy birthday to me!!!!,11370b4eed
14500,i wish i was outside,positive, i wish i was outside,297cfb8e0f
14501,happy,positive," Hey Sam, happy mothers day",a618e8e33e
14502,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) & PsPrint, each biz card = sep. project =",neutral,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) & PsPrint, each biz card = sep. project =",3e04dbc3b2
14503,not good.,negative,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,d886708b27
14504,troubles,negative,gear troubles all day long!,413d196757
14505,Please bring  to your show,neutral, Please bring  to your show,bfb1640001
14506,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,neutral,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,7d5bb2419b
14507,im kind of sad..,negative,Graduating from high school tonight  im kind of sad..,001d96a451
14508,http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,neutral,http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,80775bf0e3
14509,a I`m so glad,positive," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",e458cd897d
14510,life is good.,positive,is going to her last full day of school. life is good.,92e5b197c2
14511,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,6a820dfeec
14512,fun,positive,this thing was more fun with my itouch,64741e6c2c
14513,"well, the requirements are quite high as well",neutral," well, the requirements are quite high as well",43e658a79f
14514,looked like a ****.,negative,"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",25c71e1832
14515,we dont believe,negative, You know we dont believe half of what they say,3611ede525
14516,denial can be very powerful,neutral, denial can be very powerful,94ab108c0c
14517,congratulations,positive, congratulations,7ff4e1b8e7
14518,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",1a5cb0fe6f
14519,"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",neutral,"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",394c0677b8
14520,EPIC moment! hahahha i swear.. i really wanna see it,positive, EPIC moment! hahahha i swear.. i really wanna see it,68c47d8b78
14521,positive,positive,Done some positive affirmation now back to the Japanese yay for bank holiday Monday,ee0b6f2027
14522,interesting,positive,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",1d450fad81
14523,YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,neutral, YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,b7d1228a69
14524,only an hour left with my iPod touch,neutral,only an hour left with my iPod touch,b283392871
14525,HELP ME,positive,OO YAY 39 FOLLOWERS I WANT 100  HELP ME,77d4a716dd
14526,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",neutral,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",d5a8681d38
14527,is over,neutral, is over,a5ea878610
14528,jealous,negative, I`m absolutely jealous as hell of Brenda,7132016da2
14529,wrong,negative,Whooops... wrong smiley... it`s supposed to be  LOL,dfd17c5926
14530,ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,neutral, ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,4ed8045d45
14531,my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,neutral,my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,5c32a89f16
14532,as pretty sweet.,positive,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,92f4b8009c
14533,MTV Movie Awards. Go vote! STAT,neutral, MTV Movie Awards. Go vote! STAT,6df5a09d09
14534,Why do you not respond me?,negative, Why do you not respond me?,0342912a84
14535,AHHHHHHHH omg Pridelines got talent is giving me a headache!!,negative,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,e3875aa924
14536,i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,neutral, i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,ca8386b30e
14537,Harder,negative,So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,e5f20382af
14538,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!",neutral,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!",50d1dfd0ba
14539,cute.,positive,he`s pretty cute.,e2ce9941e2
14540,when do the stars come out??,neutral,when do the stars come out??,646eef723a
14541,"all Benicks fault ,i so dislike him. >=( Well Good Nite World!",neutral,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. >=( Well Good Nite World!",6bc4867f7f
14542,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",neutral,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",66fc73f111
14543,best show,positive,best show of my life. mcfly rocks my world  i wanna meet you guys ;;,866c94268f
14544,"lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",neutral," lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",443ddbe686
14545,just now i know how twitter exactly work,neutral,just now i know how twitter exactly work,59cd3e2b14
14546,perfect,positive,Might be in the middle of a perfect weekend...,0025cd3554
14547,"SO upset for about 2 hours. Tried soothing him in bed, nursing, etc.",negative,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",610835129a
14548,d I hate it!,negative," Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",bc8c236283
14549,"weird, `cause i synced mine this morning and got the new episode...",neutral," weird, `cause i synced mine this morning and got the new episode...",3172917914
14550,same with drunk guests.. Our jobs are pretty similar sometimes,neutral, same with drunk guests.. Our jobs are pretty similar sometimes,9ba59ca56d
14551,"ly, I`m not allowed to cross the borde",negative," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",5d5178af59
14552,lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,neutral,lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,7e0ad1ec79
14553,i know  mark is still one of my favorite boys ever. So nice and adorable.,positive, i know  mark is still one of my favorite boys ever. So nice and adorable.,1d03479463
14554,she doesn`t love,negative, Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,08e6fe663e
14555,_ A blouse! ahahaha I gave her money and she went to get it!  Where`s your mom??,neutral,_ A blouse! ahahaha I gave her money and she went to get it!  Where`s your mom??,a1b2fcca84
14556,If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral, If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,206ffae0ad
14557,hate it so much.,negative, ... i hate it so much.,403815a3ed
14558,Got bored.,negative,i woke him up in the end. Got bored.,bc70be4520
14559,recovering from being sick,positive,recovering from being sick ... anyone want to bring me soup?,ad12342c25
14560,delight!,positive,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,94b47653da
14561,Very funny Thanks,positive, Very funny Thanks,c930341ca9
14562,love,positive, I love it...that`s going to be one of my new fave quotes.,d9f1ef6dec
14563,lucky,positive,_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,dbf9e18872
14564,AH! STEPH TWEETS!,neutral, AH! STEPH TWEETS!,2edfeca43b
14565,AWFUL,negative,has had AWFUL hiccups today and now can`t fall asleep because of them,2bf2ce61d5
14566,"if you could get down to easton, you could join us!",neutral," if you could get down to easton, you could join us!",e971f5c130
14567,baked a cake & watching a movie.,neutral,baked a cake & watching a movie.,761be75cdd
14568,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,neutral,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,df37864f95
14569,It was funny.,positive,just watched JONAS. It was funny.,15d33ac8f1
14570,Just downloaded parnoid,neutral,Just downloaded parnoid,7f3271c2c6
14571,k. Happ,positive, I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,7abcaab000
14572,me me me!  lol,neutral, me me me!  lol,d69004b549
14573,"Now, what on earth led you to believe that?",neutral," Now, what on earth led you to believe that?",dba55c7627
14574,Happy Birthday tooo meeee...,positive,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,a0bdaf822a
14575,gorgeous,positive,wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,498e25540b
14576,Goodnight,neutral,_ Goodnight,085f5b591e
14577,That movie is gonna be hilarious.,positive,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,c2f0b7e86d
14578,"Sam, may I ask an odd question?  What might your fave animal be?",neutral," Sam, may I ask an odd question?  What might your fave animal be?",bfb91b9e2b
14579,****:,negative,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",1743e34292
14580,What happened to Dave?,neutral, What happened to Dave?,d29ac7e599
14581,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,neutral,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,a838d1a793
14582,Yes - noticed that after the retweet..,neutral, Yes - noticed that after the retweet..,e6be372c0b
14583,breaking.,negative,Just got to work. Only today and three days left.  my heart is breaking.,e6f2007196
